Date,Agency,Category,Title,Link
11. August 2026,Pharmaguide Hub,Post,FAILURE MODE EFFECT ANALYSIS REPORT FOR FIFO/FEFO SYSTEM IN WAREHOUSE hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7492869002113945601/
11. August 2026,Sharmila Bhatt,Article,FDA just held a public meeting on the deal that will fund and govern medical device review for fiscal years 2028 through 2032.,https://www.linkedin.com/feed/update/urn:li:activity:7492672263830548481/
11. August 2026,Yan Kugel,Webinar,How Agentic AI is shifting the paradigm,https://www.linkedin.com/feed/update/urn:li:activity:7492895926345302017/
11. August 2026,Christine Lee,Post,Looking for a better way to manage quality operations?,https://www.linkedin.com/feed/update/urn:li:activity:7492971193344466944/
 10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Good Laboratory Practice (GLP) for Safety Tests on Chemicals,https://www.linkedin.com/feed/update/urn:li:activity:7492459886610534400/
 10. August 2026,Swissmedic,Guidance,Minimising the Risk of TSE,https://www.linkedin.com/feed/update/urn:li:activity:7492459127776972801/
 10. August 2026,Swissmedic,Guidance,Authorisation of Allergen Products,https://www.linkedin.com/feed/update/urn:li:activity:7492444646187438080/
 10. August 2026,Swissmedic,Guidance,Involvement of patient organisation in the review of Patient Information,https://www.linkedin.com/feed/update/urn:li:activity:7492444652667703296/
 10. August 2026,Swissmedic,List,Countries with Comparable Control of Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7492444673236578304/
 10. August 2026,Swissmedic,Guidance,Maintenance and Updating of Annex 1,https://www.linkedin.com/feed/update/urn:li:activity:7492444682862559233/
 10. August 2026,BARBARA PIROLA,Post,FDA UPDATE ABOUT GMP & REGULATORY COMPLIANCE FOR MEDICAL DEVICES- Part3/4 FDA Human Factors Guidance:,https://www.linkedin.com/feed/update/urn:li:activity:7492426529994407936/
 10. August 2026,Marina Daineko,Newsletter,The MedTech Weekly Digest (Issue 33),https://www.linkedin.com/feed/update/urn:li:activity:7492492669160452096/
 10. August 2026,MedTech Leading Voice,Newsletter,On August 3 the FDA released an updated Applying Human Factors and Usability Engineering to Medical Devices.,https://www.linkedin.com/feed/update/urn:li:activity:7492439010120757248/
10. August 2026,MedTech Leading Voice,Flipbook,"MedTech Leading Voice Regulatory Roundup Monday, 10. August 2026",https://www.linkedin.com/feed/update/urn:li:activity:7492535282907561984/
 10. August 2026,Mike B. Wetherington,Newsletter,The MedTech Regulatory Bridge: Issue 15 Silent Drift - When Your System Changes Without You,https://www.linkedin.com/feed/update/urn:li:activity:7492492764471906304/
 10. August 2026,Sara Rosario,Newsletter,Brazil Ingredients rejected by ANVISA,https://www.linkedin.com/feed/update/urn:li:activity:7492569833348354049/
 10. August 2026,Leonard (Leo) Eisner,Infographic,IEC 60601-1 and IEC 62304 could soon be binding on committees most of us never think to track.,https://www.linkedin.com/feed/update/urn:li:activity:7492600753358950401/
10. August 2026,AIFA Agenzia Italiana del farmaco ,Guidance,Linee di indirizzo Utilizzo di sistemi di Intelligenza Artificiale nei Materiali Promozionali (Use of Artificial Intelligence Systems in Promotional Materials),https://www.linkedin.com/feed/update/urn:li:activity:7487728889583165441/
10. August 2026,European Commission,Regulation,Regulation (EU) 2026/1744 Digital Omnibus on Artificial Intelligence,https://www.linkedin.com/feed/update/urn:li:activity:7487371249099186176/
10. August 2026,European Union Agency for Cybersecurity (ENISA),Consultation,Have Your Say on the Certification of EU Managed Security Services,https://www.linkedin.com/feed/update/urn:li:activity:7487371210633334784/
10. August 2026,European Union Agency for Cybersecurity (ENISA),Guidance,Secure by Design and Default Playbook: A Practical Guide to Secure by Design and Default Principles for SMEs,https://www.linkedin.com/feed/update/urn:li:activity:7488574123569360896/
10. August 2026,European Union Agency for Cybersecurity (ENISA),Platform,Single Reporting Platform (SRP),https://www.linkedin.com/feed/update/urn:li:activity:7490997814605381632/
10. August 2026,European Medicines Agency,Meeting,Committee for Medicinal Products for Human Use (CHMP) 20-23 July 2026,https://www.linkedin.com/feed/update/urn:li:activity:7487384928511307776/
10. August 2026,European Medicines Agency,Guidance,Quality and Safety Aspects of RNA Interference and RNA Antisense Oligonucleotide Therapies as Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7487728043931734016/
10. August 2026,European Medicines Agency,Guidance,Veterinary Good Pharmacovigilance Practices (VGVP) Rev.1 (Draft),https://www.linkedin.com/feed/update/urn:li:activity:7488088676988526592/
10. August 2026,Health Canada,Consultation,Sante Canada Pharmaceutical and Life Sciences Sector Task Force,https://www.linkedin.com/feed/update/urn:li:activity:7487727414240915457/
10. August 2026,Health Canada,Consultation,Sante Canada Proposed Changes to the List of Recognized Standards for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7488090639151120384/
10. August 2026,Health Canada,Portal,Sante Canada launches new clinical trial search portal and issues guidance on trial registration and results disclosure,https://www.linkedin.com/feed/update/urn:li:activity:7488477357427703812/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,The MHRA Approval Process for Clinical Investigations,https://www.linkedin.com/feed/update/urn:li:activity:7487371234700259328/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical Investigations in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7487371235031547904/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Submitting a Clinical Investigation Proposal for MHRA Assessment The MHRA updated this guidance to clarify submission requirements for medical device clinical investigations.,https://www.linkedin.com/feed/update/urn:li:activity:7487371235690049536/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Magnetic Resonance Imaging Equipment in Clinical Use,https://www.linkedin.com/feed/update/urn:li:activity:7488823456931770368/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Ambient Voice Technology-Enabled Products: Device Qualification and Classification,https://www.linkedin.com/feed/update/urn:li:activity:7488465072013348865/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Innovative Licensing and Access Pathway (ILAP),https://www.linkedin.com/feed/update/urn:li:activity:7490995639909113856/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Report,AI Airlock Sandbox Phase 2 Programme Report,https://www.linkedin.com/feed/update/urn:li:activity:7487734038984658944/
10. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical trials for medicines: MHRA phase I accreditation scheme,https://www.linkedin.com/feed/update/urn:li:activity:7489907967140642816/
10. August 2026,Medical Device Single Audit Program MDSAP,Pilot Program,Extension of the Pilot Program Allowing Medical Device Organizations (MDOs) to Participate in MDSAP,https://www.linkedin.com/feed/update/urn:li:activity:7485196953044213760?
10. August 2026,Medical Device Single Audit Program (MDSAP),Guidance,MDSAP Audit Approach (MDSAP AU P0002.011),https://www.linkedin.com/feed/update/urn:li:activity:7490273702702555137/
10. August 2026,Ministry of Health New Zealand,Guidance,Labelling of Medicines and Related Products (Edition 2.0),https://www.linkedin.com/feed/update/urn:li:activity:7490640138260316160/
10. August 2026,Ministry of Health New Zealand,Guidance,Requesting Adverse Reaction Information,https://www.linkedin.com/feed/update/urn:li:activity:7488090047955619840/
10. August 2026,Ministry of Health New Zealand,Guidance,Adverse Reaction Reporting for Medicines,https://www.linkedin.com/feed/update/urn:li:activity:7488089559923163136/
10. August 2026,NMPA-National Medical Products Administration,Notice,Notice from the General Department of the National Medical Products Administration on Issuing the 2026 National Medical Device Sampling Product Inspection Plan,https://www.linkedin.com/feed/update/urn:li:activity:7490642846090289152/
10. August 2026,NMPA-National Medical Products Administration,Standards,"Issuance of Amendments to Four Medical Device Industry Standards Including YY 08302011 ""Superficial Tissue Ultrasound Therapy Equipment"" (2026 no. 68)",https://www.linkedin.com/feed/update/urn:li:activity:7487726861137895425/
10. August 2026,South African Health Products Regulatory Authority,Communication,Industry Consultation on e-Reporting VigiFlow Platform (Communication no. PV02-2026/27),https://www.linkedin.com/feed/update/urn:li:activity:7488096306679242752/
10. August 2026,Swissmedic,Forms,Swissmedic Forms for August 2026,
10. August 2026,Swissmedic,Guidance,Swissmedic eCTD v4.0,https://www.linkedin.com/feed/update/urn:li:activity:7487371248075902976/
10. August 2026,Swissmedic,Guidance,Responsibilities of Healthcare Professionals and Third Parties for the Maintenance of Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7488467970642436096/
10. August 2026,Swissmedic,Guidance,Swissmedic Mobile Technologies,https://www.linkedin.com/feed/update/urn:li:activity:7490661478111346688/
10. August 2026,Team-NB,Position Paper,Transparency,https://www.linkedin.com/feed/update/urn:li:activity:7491362067938197504/
10. August 2026,Team-NB,Briefing Note,"Transparency under the MDR/IVDR (Team-NB Transparency Presentation, 24 July 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7490275443577737216/
10. August 2026,Team-NB,Briefing Note,"Risk-Adaptive Surveillance under the MDR/IVDR (Team-NB, 24 July 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7490277131923398657/
10. August 2026,Therapeutic Goods Administration,Post,Understanding Selection Criteria for Medical Device Application Audits,https://www.linkedin.com/feed/update/urn:li:activity:7490635985651810304/
10. August 2026,Therapeutic Goods Administration,Standards,Adoption of International Scientific Guidelines in Australia R01/2025,https://www.linkedin.com/feed/update/urn:li:activity:7487371235962753024/
10. August 2026,USA Food & Drug Administration FDA,List,List of FDA-Authorized Companion Diagnostic Devices (In Vitro and Imaging Tools),https://www.linkedin.com/feed/update/urn:li:activity:7487371236239507457/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Cancer Clinical Trial Eligibility Criteria: Washout Periods and Concomitant Medications,https://www.linkedin.com/feed/update/urn:li:activity:7487724126640541696/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Cancer Clinical Trial Eligibility Criteria: Performance Status,https://www.linkedin.com/feed/update/urn:li:activity:7487723480554094593/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Cancer Clinical Trial Eligibility Criteria: Laboratory Values,https://www.linkedin.com/feed/update/urn:li:activity:7487725380624232448/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Getting a Radiation Emitting Product to Market: Frequently Asked Questions,https://www.linkedin.com/feed/update/urn:li:activity:7487371260348362752/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Revised draft product-specific guidances (PSGs) for certain peptide drug products.,https://www.linkedin.com/feed/update/urn:li:activity:7487953656919658496/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Applying Human Factors and Usability Engineering to Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7490632802644738048/
10. August 2026,USA Food & Drug Administration FDA,Guidance,Evaluating the Safety of Antimicrobial New Animal Drugs with Regard to their Microbiological Effects on Bacteria of Human Health Concern (GFI 152),https://www.linkedin.com/feed/update/urn:li:activity:7490999366506221568/
10. August 2026,USA Food & Drug Administration FDA,Request,Use of the pH Cycling Test Model as a Testing Procedure for Fluoride Dentifrice Drug Products in Over-the-Counter (OTC) Monograph M021,https://www.linkedin.com/feed/update/urn:li:activity:7488093920426496000/
10. August 2026,USA Food & Drug Administration FDA,Fees,FY2027 MDUFA Small Business Determination application window,https://www.linkedin.com/feed/update/urn:li:activity:7488480510910976000/
10. August 2026,USA Food & Drug Administration FDA,Classification,New Class II device classification for phase-changing fiducial markers used in radiation therapy,https://www.linkedin.com/feed/update/urn:li:activity:7488474023631261696/
10. August 2026,USA Food & Drug Administration FDA,Education,CDER ARCs LEADER 3D program published four case studies as part of CDER Accelerating Rare disease Cures (ARC) Programs Learning and Education to ADvance and Empower Rare Disease Drug Developers (LEADER 3D) initiative.,https://www.linkedin.com/feed/update/urn:li:activity:7487556837983158272/
9. August 2026,BARBARA PIROLA,Infographic,FDA UPDATE ABOUT GMP & REGULATORY COMPLIANCE FOR MEDICAL DEVICES- Part 2 FDA's updated Human Factors Guidance: what regulators will expect from manufacturers,https://www.linkedin.com/feed/update/urn:li:activity:7492111578113323008/
9. August 2026,Bhaskar Napte ~ Pharma Coach,Webinar,"Become Job-Ready for US Regulatory Affairs: NDA, ANDA, BLA, Resume & Interview Preparation",https://www.linkedin.com/feed/update/urn:li:activity:7492125096728403968/
9. August 2026,Brian Newbery,Checklist,"For those medical device companies that still need to complete their transition to the FDA QMSR",https://www.linkedin.com/feed/update/urn:li:activity:7491958022819270656/
9. August 2026,Leonard (Leo) Eisner,Infographic,Everyone asks me which parts of the current draft IEC 60601-1 4th edition they can skip.,https://www.linkedin.com/feed/update/urn:li:activity:7492240389987450880/
9. August 2026,MedTech Leading Voice,Article/Video,The QA/RA Week that Was 2.-8. August 2026,https://www.linkedin.com/feed/update/urn:li:activity:7492179355729735681?
8. August 2026,BARBARA PIROLA,Guidance,WHEN DID API QUALITY BECOME A LOGISTICS PROBLEM Many companies invest heavily in GMP.,https://www.linkedin.com/feed/update/urn:li:activity:7491536930900209664/
8. August 2026,BARBARA PIROLA,Guidance,FDA UPDATE ABOUT GMP & REGULATORY COMPLIANCE FOR MEDICAL DEVICES - Part 1/4 !!FDA updates its Human Factors & Usability Engineering Guidance:,https://www.linkedin.com/feed/update/urn:li:activity:7491746882168438784/
8. August 2027,Dr. Murugesh Siva,White Paper,Why ISO Certification Alone No Longer Creates Competitive Advantage,https://www.linkedin.com/posts/sivamurugesh_why-iso-certification-alone-no-longer-creates-activity-7491682097913290752-j1J_?
8. August 2026,Pharmaguide Hub,Post,FAILURE MODE EFFECT ANALYSIS FOR TABLET METAL DETECTOR Link: https://lnkd.in/gbsZA-z9,https://www.linkedin.com/feed/update/urn:li:activity:7491648537441501184/
8. August 2026,Steve Gompertz,Video,"Here's a question I ask CMOs fairly often during audits: ""Are you sure you don't perform any design and development?"" The answer is usually:",https://www.linkedin.com/feed/update/urn:li:activity:7491511783439036416/
7. August 2026,ANVISA,Announcement,ANVISA Completes Detailed Analysis of the Regulatory Sandbox for Personalized Cosmetics,https://www.linkedin.com/feed/update/urn:li:activity:7491358792840810497/
7. August 2026,Health Products Regulatory Authority (HPRA),Guidance,Guide to Fees for Human Products (FIN-G0002-38),https://www.linkedin.com/feed/update/urn:li:activity:7491363606433939458/
7. August 2026,International Medical Device Regulators Forum,Guidance,IMDRF International Medical Device Regulators Forum Essential Principles and Content of Predetermined Change Control Plans,https://www.linkedin.com/feed/update/urn:li:activity:7491361320576008192/
7. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Submitting a Clinical Investigation Proposal for MHRA Assessment,https://www.linkedin.com/feed/update/urn:li:activity:7491362778973265921/
7. August 2026,Swissmedic ,Post,"Electronic Exchange of ICSRs in E2B(R3) Format Through the B2B Gateway Version 2.0, effective from 1 August 2026",https://www.linkedin.com/feed/update/urn:li:activity:7491364524839604224/
7. August 2026,Swissmedic ,Guidance,Notification Procedure for Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7491366961428484096/
7. August 2026,Swissmedic ,Guidance,Authorisation of Veterinary Medicinal Products,https://www.linkedin.com/feed/update/urn:li:activity:7491365956712275968/
7. August 2026,Team-NB,Position Paper,Transparency,https://www.linkedin.com/feed/update/urn:li:activity:7491362067938197504/
7. August 2026,Akanksha Jain,Post,FDA Warning Letter Issued!,https://www.linkedin.com/feed/update/urn:li:activity:7491478492166090754/
7. August 2026,BARBARA PIROLA,Infographic,THE FUTURE OF MICROBIOLOGICAL COMPLIANCE- part II CONTAMINATION CONTROL STRATEGY BEYOND ANNEX 1:,https://www.linkedin.com/feed/update/urn:li:activity:7491331287278952448/
7. August 2026,Bhaskar Napte ~ Pharma Coach,Webinar,Want to enter Regulatory Affairsbut every job asks for experience?,https://www.linkedin.com/feed/update/urn:li:activity:7491315828827512832/
7. August 2026,Danny Van Roijen,Opinion,EDPS Opinion on the Cloud and AI Development Act,https://www.linkedin.com/feed/update/urn:li:activity:7491457947647279105/
7. August 2026,Medicines and Healthcare products Regulatory Agency,Article/Video,"Preview: MedTech Leading Voice Regulatory Roundup Monday, 10. August 2026",https://www.linkedin.com/feed/update/urn:li:activity:7491458833907740672/
7. August 2026,Paula Andrea Pirson,Flipbook,"Llegar a tiempo al mercado en LATAM no es cuestion de suerte, es cuestion de estrategia regulatoria.",https://www.linkedin.com/feed/update/urn:li:activity:7491282515517706240/
7. August 2026,Sourabh Bansal,Post,FAILURE MODE EFFECT ANALYSIS FOR BIN BLENDER Link: https://lnkd.in/gCzXW-vf,https://www.linkedin.com/feed/update/urn:li:activity:7491324286809534465/
7. August 2026,Tasha Mohseni,Post,Your Morning Brew with Tasha Here are some resources and updates I've shared and come across since our last morning brew together (all from S.P.I.R.I.T.):,https://www.linkedin.com/feed/update/urn:li:activity:7491461480832237568/
6. August 2026,ANVISA,Announcement,ANVISA launches new public notice for regulatory evaluation of innovative medical devices,https://www.linkedin.com/feed/update/urn:li:activity:7491003810295857152/
6. August 2026,ANVISA,Announcement,ANVISA updates guidelines on the preparation of Periodic Benefit-Risk Assessment Reports (RPBR),https://www.linkedin.com/feed/update/urn:li:activity:7491006056006045697/
6. August 2026,European Union Agency for Cybersecurity (ENISA),Platform,Single Reporting Platform (SRP),https://www.linkedin.com/feed/update/urn:li:activity:7490997814605381632/
6. August 2026,Health Products Regulatory Authority (HPRA),Guidance,Guide to Applications for Certificates of Free Sale for Cosmetics (AUT-G0051-11),https://www.linkedin.com/feed/update/urn:li:activity:7491009255785873408/
6. August 2026,Medical Device Authority,Announcement,Implementation of the Hologram Security Label for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7491011293936611328/
6. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Innovative Licensing and Access Pathway (ILAP),https://www.linkedin.com/feed/update/urn:li:activity:7490995639909113856/
6. August 2026,USA Food & Drug Administration FDA,RFI,FDA Establishment of a Quantitative Medicine Innovation Network (QMIN) Request for Information RFI,https://www.linkedin.com/feed/update/urn:li:activity:7491014046654115840/
6. August 2026,USA Food & Drug Administration FDA,Guidance,FDA Evaluating the Safety of Antimicrobial New Animal Drugs with Regard to their Microbiological Effects on Bacteria of Human Health Concern (GFI 152),https://www.linkedin.com/feed/update/urn:li:activity:7490999366506221568/
6. August 2026,USA Food & Drug Administration FDA,Replay,Newly posted: Watch this recorded webinar highlighting FDAs recent draft guidance on Leveraging Prior Knowledge in the Development of Human Gene Therapy Products Incorporating Genome Editing.,https://www.linkedin.com/feed/update/urn:li:activity:7490868457824079872/
6. August 2026,BARBARA PIROLA,Guidance,THE FUTURE OF MICROBIOLOGICAL COMPLIANCE CONTAMINATION CONTROL STRATEGY BEYOND ANNEX 1:,https://www.linkedin.com/feed/update/urn:li:activity:7490980047424606211/
6. August 2026,Brian Newbery,Post,QMSR and ISO 13485:2016 requirements under monitoring & measurement for software validation.,https://www.linkedin.com/feed/update/urn:li:activity:7491092602989989888/
6. August 2026,Feroz Ahamed,Infographic,FDA's First AI-Related Warning Letter: A Wake-Up Call for the Pharmaceutical Industry,https://www.linkedin.com/feed/update/urn:li:activity:7490926131286765568/
6. August 2026,Jason Mayse,Post,"I created a purposeful built application, being mindful of assessment professionals' struggles.",https://www.linkedin.com/feed/update/urn:li:activity:7490894721423323136/
6. August 2026,MedTech Leading Voice,Article/Video,"Regulatory Roundup Monday, 3. August 2026 Article Edition",https://www.linkedin.com/feed/update/urn:li:activity:7491037039941992448/
6. August 2026,MedTech Leading Voice,Post,You can get seven of the eight FDA cybersecurity controls right and still have your 510(k) refused.,https://www.linkedin.com/feed/update/urn:li:activity:7491119729819013122/
6. August 2026,Pharmacy and Poisons Board,Video,"Before a health product reaches the Kenyan market, it undergoes rigorous evaluation to confirm its quality, safety and effectiveness.",https://www.linkedin.com/feed/update/urn:li:activity:7491042409947160576/
6. August 2026,Pharmaguide Hub,Post,FAILURE MODE EFFECT ANALYSIS FOR FLUID BED DRYER hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7490953988536758272/
6. August 2026,Sean Smith,Post,"This may sound like a humble brag or false modesty, but even after 100+ webinars, I still get nervous hours before a webinar.",https://www.linkedin.com/feed/update/urn:li:activity:7491120091493736451/
6. August 2026,Yan Kugel,Replay,Can a packaging solution really change the way drug developers think about formulation?,https://www.linkedin.com/feed/update/urn:li:activity:7491044309958381568/
5. August 2026,Ministry of Health New Zealand,Post,Labelling of Medicines and Related Products (Edition 2.0),https://www.linkedin.com/feed/update/urn:li:activity:7490640138260316160/
5. August 2026,NMPA-National Medical Products Administration,Notice,Notice from the General Department of the National Medical Products Administration on Issuing the 2026 National Medical Device Sampling Product Inspection Plan,https://www.linkedin.com/feed/update/urn:li:activity:7490642846090289152/
5. August 2026,Swissmedic,Guidance,Export Certificates,https://www.linkedin.com/feed/update/urn:li:activity:7490648412871327744/
5. August 2026,Swissmedic,Guidance,Swissmedic Mobile Technologies,https://www.linkedin.com/feed/update/urn:li:activity:7490661478111346688/
5. August 2026,Therapeutic Goods Administration,Post,Understanding Selection Criteria for Medical Device Application Audits,https://www.linkedin.com/feed/update/urn:li:activity:7490635985651810304/
5. August 2026,USA Food & Drug Administration FDA,Post,FDA Applying Human Factors and Usability Engineering to Medical Devices This revision incorporates references to FDA's Quality Management System Regulation (QMSR) and ISO 13485:2016 alignment.,https://www.linkedin.com/feed/update/urn:li:activity:7490632802644738048/
5. August 2026,BARBARA PIROLA,FAQ,FDA doubles down on Listeria monocytogenes prevention: from compliance to predictive microbiology,https://www.linkedin.com/feed/update/urn:li:activity:7490457323593703425/
5. August 2026,BARBARA PIROLA,Guidance,ICH eCTD v4.0: another technical update Not really.,https://www.linkedin.com/feed/update/urn:li:activity:7490627885754560512/
5. August 2026,Damian Matak,Webinar,Feel free to register for the upcoming webinar with the notified body - PCBC hashtag,https://www.linkedin.com/feed/update/urn:li:activity:7490658359881203712/
5. August 2026,Dr. Murugesh Siva,White Paper,Quality professionals have long understood that sustainable performance begins with well-designed processes.,https://www.linkedin.com/feed/update/urn:li:activity:7490667444370436096/
5. August 2026,MedTech Leading Voice,Webinar,"SPOILER ALERT: Ask a manager how long a human factors validation should take, and you may hear: ""you ran the sessions, just write up the data."" The submission date is fixed, and the evidence still has to hold up in review, so the study has to succeed inside the dates it was given.",https://www.linkedin.com/feed/update/urn:li:activity:7490499242973745154/
5. August 2026,Sharmila Bhatt,Webinar,Sharing this for anyone in regulatory/quality or MedTech who wants a practical (not hype) look at where AI actually fits into daily compliance work.,https://www.linkedin.com/feed/update/urn:li:activity:7490483822178783233/
5. August 2026,Steve Gompertz,Post,"This week's FDA Warning Letter reinforces one of quality's oldest principles: If it isn't documented, it didn't happen.",https://www.linkedin.com/feed/update/urn:li:activity:7490587083325992960/
5. August 2026,Rabiea,Post,Same skills.,https://www.linkedin.com/feed/update/urn:li:activity:7490743013485350912/
5. August 2026,MedTech Leading Voice,Flipbook,Regulatory Roundup Compendium - July 2026 Flipbook Edition (188 Pages),https://www.linkedin.com/feed/update/urn:li:activity:7490723297924481024/
5. August 2026,MedTech Leading Voice,Article/Video,"Regulatory Roundup The QA/RA Month that Was, July 2026",https://www.linkedin.com/feed/update/urn:li:activity:7490728881843286016?
5. August 2026,SWARNAM P,Infographic,AUDIT STANDARDS THAT BUILD YOUR CAREER AS AN AUDITOR Learn the standards.,https://www.linkedin.com/feed/update/urn:li:activity:7490735990207111169/
5. August 2026,Yan Kugel,Webinar,Meet Jason Halpern in Two Weeks Jason Halpern is a growth-focused Director of Product Management at Honeywell Life Sciences.,https://www.linkedin.com/feed/update/urn:li:activity:7490724396622409728/
4. August 2026,European Medicines Agency,Guidance,Member States Guidance: New Safety Module on the Annual Safety Report,https://www.linkedin.com/feed/update/urn:li:activity:7490270826089410560/
4. August 2026,Health Products Regulatory Authority (HPRA),Guidance,"Guide to Controlled Drugs Documentation, Storage and Security Requirements for Operators",https://www.linkedin.com/feed/update/urn:li:activity:7490269443944656896/
4. August 2026,Medical Device Single Audit Program (MDSAP),Guidance,MDSAP Audit Approach (MDSAP AU P0002.011),https://www.linkedin.com/feed/update/urn:li:activity:7490273702702555137/
4. August 2026,Pharmaceutical Inspection Co-operation Scheme (PIC/S),Guidance,PI 006-4 Recommendations on Qualification and Validation,https://www.linkedin.com/feed/update/urn:li:activity:7490280323151335427/
4. August 2026,Swissmedic ,Guidance,RMP ICH E2E Information Submission HMP,https://www.linkedin.com/feed/update/urn:li:activity:7490270148789084161/
4. August 2026,Team-NB,Briefing Note,"Transparency under the MDR/IVDR (Team-NB Transparency Presentation, 24 July 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7490275443577737216/
4. August 2026,Team-NB,Briefing Note,"Risk-Adaptive Surveillance under the MDR/IVDR (Team-NB, 24 July 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7490277131923398657/
4. August 2026,Turkiye Ilac ve Tbbi Cihaz Kurumu,Guidance,Naming of Human Medicinal Products (IRD-KLVZ-25),https://www.linkedin.com/feed/update/urn:li:activity:7490268918188695552/
4. August 2026,Akanksha Jain,Guidance,New EMA Guidance Released Document: Sponsor Guidance: New Safety Module on the Annual Safety Report,https://www.linkedin.com/feed/update/urn:li:activity:7490391271706877953/
4. August 2026,BARBARA PIROLA,Post,AMR & THE FUTURE OF PHARMA AND HEALTHCARE Post 2 | Fighting AMR Starts Long Before the Patient: Why GMP Matters,https://www.linkedin.com/feed/update/urn:li:activity:7490256702156640256/
4. August 2026,Bhaskar Napte,Webinar,"3 Skills That Get You Hired in RA Without Experience CTD Authoring, Submission-Ready PDFs & eCTD Submission 1Can you author a CTD section",https://www.linkedin.com/feed/update/urn:li:activity:7490383062946463744/
4. August 2026,Katja Koskinen,Post,A refresher is never a bad idea even for experienced quality professionals.,https://www.linkedin.com/feed/update/urn:li:activity:7490320650545561600/
